Adapter-Driver,Good Sum,Critical Sum,Warning Sum,Client Count,Total Sum,Adapter,Driver,Good Roaming Calculation (%),Driver Vintage
Intel(R) Dual Band Wireless-AC 8260 - 20.50.0.5,232598,57,80,247,232735,Intel(R) Dual Band Wireless-AC 8260,20.50.0.5,99.9,Not Found
Intel(R) Dual Band Wireless-AC 8260 - 20.70.12.5,142411,88,59,162,142558,Intel(R) Dual Band Wireless-AC 8260,20.70.12.5,99.9,8/25/2019
Intel(R) Wireless-AC 9260 160MHz - 23.60.1.2,38004,19,10,93,38033,Intel(R) Wireless-AC 9260 160MHz,23.60.1.2,99.9,6/2/2024
Intel(R) Wireless-AC 9560 160MHz - 22.120.0.3,89230,36,15,146,89281,Intel(R) Wireless-AC 9560 160MHz,22.120.0.3,99.9,1/30/2022
Intel(R) Wireless-AC 9560 160MHz - 23.30.0.6,587284,619,173,1069,588076,Intel(R) Wireless-AC 9560 160MHz,23.30.0.6,99.9,1/20/2024
Intel(R) Wireless-AC 9560 160MHz - 21.110.3.2,102880,0,147,102,103027,Intel(R) Wireless-AC 9560 160MHz,21.110.3.2,99.9,8/5/2020
Intel(R) Wireless-AC 9560 160MHz - 22.130.0.5,107222,90,4,162,107316,Intel(R) Wireless-AC 9560 160MHz,22.130.0.5,99.9,3/14/2022
Intel(R) Wireless-AC 9560 160MHz - 21.110.1.1,609759,145,730,881,610634,Intel(R) Wireless-AC 9560 160MHz,21.110.1.1,99.9,6/30/2020
Intel(R) Wireless-AC 9560 160MHz - 21.110.2.1,33764,17,2,77,33783,Intel(R) Wireless-AC 9560 160MHz,21.110.2.1,99.9,7/20/2020
Intel(R) Wireless-AC 9260 160MHz - 23.50.0.6,776648,393,170,903,777211,Intel(R) Wireless-AC 9260 160MHz,23.50.0.6,99.9,4/13/2024
Intel(R) Wireless-AC 9560 160MHz - 23.80.0.7,2158749,2257,914,4165,2161920,Intel(R) Wireless-AC 9560 160MHz,23.80.0.7,99.9,9/1/2024
Intel(R) Wireless-AC 9560 160MHz - 23.90.0.2,4389028,3987,1578,5408,4394593,Intel(R) Wireless-AC 9560 160MHz,23.90.0.2,99.9,9/25/2024
Killer Wireless-n/a/ac 1535 Wireless Network Adapter - 12.0.0.1118,10311,6,3,51,10320,Killer Wireless-n/a/ac 1535 Wireless Network Adapter,12.0.0.1118,99.9,6/14/2021
Intel(R) Wireless-AC 9560 160MHz - 22.250.10.1,75363,26,56,139,75445,Intel(R) Wireless-AC 9560 160MHz,22.250.10.1,99.9,8/14/2023
Intel(R) Wi-Fi 6 AX200 160MHz - 22.250.10.1,69513,64,1,85,69578,Intel(R) Wi-Fi 6 AX200 160MHz,22.250.10.1,99.9,8/14/2023
Intel(R) Wireless-AC 9560 160MHz - 20.110.0.3,40189,26,5,63,40220,Intel(R) Wireless-AC 9560 160MHz,20.110.0.3,99.9,11/27/2018
Intel(R) Wireless-AC 9560 160MHz - 23.20.0.4,44133,17,10,89,44160,Intel(R) Wireless-AC 9560 160MHz,23.20.0.4,99.9,11/28/2023
Intel(R) Wireless-AC 9560 160MHz - 23.120.0.3,14830,11,0,18,14841,Intel(R) Wireless-AC 9560 160MHz,23.120.0.3,99.9,2/5/2025
Intel(R) Wireless-AC 9560 160MHz - 22.30.0.11,226700,266,45,345,227011,Intel(R) Wireless-AC 9560 160MHz,22.30.0.11,99.9,1/19/2021
Intel(R) Wi-Fi 6 AX200 160MHz - 22.230.0.8,309693,167,25,434,309885,Intel(R) Wi-Fi 6 AX200 160MHz,22.230.0.8,99.9,5/8/2023
Intel(R) Wi-Fi 6 AX200 160MHz - 22.200.0.6,135243,67,64,175,135374,Intel(R) Wi-Fi 6 AX200 160MHz,22.200.0.6,99.9,1/16/2023
Intel(R) Wireless-AC 9560 160MHz - 23.40.1.1,273532,154,20,498,273706,Intel(R) Wireless-AC 9560 160MHz,23.40.1.1,99.9,3/19/2024
Intel(R) Wireless-AC 9560 160MHz - 21.30.3.2,320890,196,10,313,321096,Intel(R) Wireless-AC 9560 160MHz,21.30.3.2,99.9,7/6/2019
Intel(R) Wi-Fi 6 AX200 160MHz - 23.70.2.3,17137,0,11,19,17148,Intel(R) Wi-Fi 6 AX200 160MHz,23.70.2.3,99.9,7/23/2024
Intel(R) Wireless-AC 9560 160MHz - 22.10.0.7,284668,65,117,388,284850,Intel(R) Wireless-AC 9560 160MHz,22.10.0.7,99.9,10/19/2020
Intel(R) Wireless-AC 9560 160MHz - 22.160.0.4,3411342,2821,235,4571,3414398,Intel(R) Wireless-AC 9560 160MHz,22.160.0.4,99.9,8/13/2022
Intel(R) Wireless-AC 9560 160MHz - 22.220.0.4,226727,14,111,382,226852,Intel(R) Wireless-AC 9560 160MHz,22.220.0.4,99.9,3/28/2023
Intel(R) Wireless-AC 9560 160MHz - 22.140.0.3,170552,129,17,243,170698,Intel(R) Wireless-AC 9560 160MHz,22.140.0.3,99.9,4/25/2022
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.128.0,82369,61,12,182,82442,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.128.0,99.9,8/29/2022
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.124.0,10884,8,2,20,10894,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.124.0,99.9,7/3/2022
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.123.322,16975,14,0,24,16989,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.123.322,99.9,6/30/2024
Intel(R) Dual Band Wireless-AC 7265 - 19.51.29.1,37528,0,0,45,37528,Intel(R) Dual Band Wireless-AC 7265,19.51.29.1,100.0,4/15/2020
Intel(R) Dual Band Wireless-AC 7265 - 19.51.30.1,149077,50,6,201,149133,Intel(R) Dual Band Wireless-AC 7265,19.51.30.1,100.0,6/1/2020
Realtek RTL8822BE 802.11ac PCIe Adapter - 2024.0.10.209,44660,13,5,39,44678,Realtek RTL8822BE 802.11ac PCIe Adapter,2024.0.10.209,100.0,12/3/2019
Realtek RTL8822CE 802.11ac PCIe Adapter - 2024.10.227.0,32695,5,4,75,32704,Realtek RTL8822CE 802.11ac PCIe Adapter,2024.10.227.0,100.0,6/20/2022
Realtek RTL8822CE 802.11ac PCIe Adapter - 2024.10.228.7,30695,0,0,43,30695,Realtek RTL8822CE 802.11ac PCIe Adapter,2024.10.228.7,100.0,9/13/2023
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.141.0,45691,11,3,120,45705,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.141.0,100.0,4/17/2023
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.143.0,325903,73,56,761,326032,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.143.0,100.0,6/5/2023
Intel(R) Dual Band Wireless-AC 3168 - 19.51.40.1,91902,7,5,108,91914,Intel(R) Dual Band Wireless-AC 3168,19.51.40.1,100.0,2/19/2022
Intel(R) Dual Band Wireless-AC 7260 - 18.33.15.1,78606,0,0,81,78606,Intel(R) Dual Band Wireless-AC 7260,18.33.15.1,100.0,11/10/2018
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.144.0,17672,0,0,38,17672,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.144.0,100.0,7/10/2023
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.149.0,81217,14,14,140,81245,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.149.0,100.0,12/20/2023
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.152.0,550348,191,40,1289,550579,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.152.0,100.0,4/15/2024
Intel(R) Wireless-AC 9560 160MHz - 21.40.1.4,33264,14,2,43,33280,Intel(R) Wireless-AC 9560 160MHz,21.40.1.4,100.0,8/14/2019
Intel(R) Wireless-AC 9560 160MHz - 21.40.2.2,114644,18,7,386,114669,Intel(R) Wireless-AC 9560 160MHz,21.40.2.2,100.0,8/31/2019
Intel(R) Wireless-AC 9560 160MHz - 21.50.1.1,290333,47,47,392,290427,Intel(R) Wireless-AC 9560 160MHz,21.50.1.1,100.0,10/5/2019
Intel(R) Wireless-AC 9560 160MHz - 21.70.0.6,65414,3,6,103,65423,Intel(R) Wireless-AC 9560 160MHz,21.70.0.6,100.0,1/6/2020
Intel(R) Wireless-AC 9560 160MHz - 21.90.1.2,189983,45,9,141,190037,Intel(R) Wireless-AC 9560 160MHz,21.90.1.2,100.0,4/5/2020
Intel(R) Wireless-AC 9560 160MHz - 22.100.0.3,25800,4,4,28,25808,Intel(R) Wireless-AC 9560 160MHz,22.100.0.3,100.0,5/1/2022
Intel(R) Wi-Fi 6 AX201 160MHz #2 - 23.80.0.7,28332,0,0,47,28332,Intel(R) Wi-Fi 6 AX201 160MHz #2,23.80.0.7,100.0,9/25/2024
Intel(R) Wi-Fi 6 AX201 160MHz - 21.110.3.2,48655,2,1,53,48658,Intel(R) Wi-Fi 6 AX201 160MHz,21.110.3.2,100.0,8/5/2020
Intel(R) Wireless-AC 9560 160MHz - 22.150.1.1,147270,4,44,200,147318,Intel(R) Wireless-AC 9560 160MHz,22.150.1.1,100.0,6/20/2022
Intel(R) Wireless-AC 9560 160MHz - 22.190.0.4,23395,0,0,52,23395,Intel(R) Wireless-AC 9560 160MHz,22.190.0.4,100.0,11/22/2022
Intel(R) Wireless-AC 9560 160MHz - 22.200.2.1,428927,70,37,614,429034,Intel(R) Wireless-AC 9560 160MHz,22.200.2.1,100.0,3/8/2023
Intel(R) Wi-Fi 6 AX200 160MHz - 22.30.0.11,65686,4,9,142,65699,Intel(R) Wi-Fi 6 AX200 160MHz,22.30.0.11,100.0,1/19/2021
Intel(R) Wi-Fi 6 AX201 160MHz - 21.60.2.1,56003,0,15,62,56018,Intel(R) Wi-Fi 6 AX201 160MHz,21.60.2.1,100.0,12/14/2019
Intel(R) Wi-Fi 6 AX201 160MHz - 21.70.0.6,101318,21,14,134,101353,Intel(R) Wi-Fi 6 AX201 160MHz,21.70.0.6,100.0,1/6/2020
Intel(R) Wireless-AC 9560 - 20.30.4.1,93532,44,0,131,93576,Intel(R) Wireless-AC 9560,20.30.4.1,100.0,2/17/2018
Intel(R) Wireless-AC 9560 - 20.40.0.4,13665,2,4,13,13671,Intel(R) Wireless-AC 9560,20.40.0.4,100.0,2/5/2018
Intel(R) Wireless-AC 9560 - 20.90.0.7,22706,0,0,18,22706,Intel(R) Wireless-AC 9560,20.90.0.7,100.0,9/24/2018
Intel(R) Wireless-AC 9560 160MHz - 20.100.0.4,99836,0,0,116,99836,Intel(R) Wireless-AC 9560 160MHz,20.100.0.4,100.0,10/31/2018
Intel(R) Wireless-AC 9560 160MHz - 21.0.0.5,188845,38,31,215,188914,Intel(R) Wireless-AC 9560 160MHz,21.0.0.5,100.0,8/31/2019
Intel(R) Wireless-AC 9560 160MHz - 21.0.1.1,166365,3,6,141,166374,Intel(R) Wireless-AC 9560 160MHz,21.0.1.1,100.0,3/24/2019
Intel(R) Wireless-AC 9560 160MHz - 21.10.0.5,103396,16,15,278,103427,Intel(R) Wireless-AC 9560 160MHz,21.10.0.5,100.0,4/6/2019
Intel(R) Wireless-AC 9560 160MHz - 21.10.1.2,454612,1,0,351,454613,Intel(R) Wireless-AC 9560 160MHz,21.10.1.2,100.0,8/10/2019
Intel(R) Wireless-AC 9560 160MHz - 21.10.2.2,60941,15,3,111,60959,Intel(R) Wireless-AC 9560 160MHz,21.10.2.2,100.0,Not Found
Intel(R) Wireless-AC 9560 160MHz - 22.40.0.7,131828,48,17,311,131893,Intel(R) Wireless-AC 9560 160MHz,22.40.0.7,100.0,3/2/2021
Intel(R) Wireless-AC 9560 160MHz - 22.50.0.7,1494566,266,41,1893,1494873,Intel(R) Wireless-AC 9560 160MHz,22.50.0.7,100.0,4/18/2021
Intel(R) Wireless-AC 9560 160MHz - 22.70.0.6,75627,2,8,80,75637,Intel(R) Wireless-AC 9560 160MHz,22.70.0.6,100.0,6/28/2021
Intel(R) Wireless-AC 9560 160MHz - 22.80.1.1,65921,0,0,64,65921,Intel(R) Wireless-AC 9560 160MHz,22.80.1.1,100.0,5/1/2022
Intel(R) Wireless-AC 9560 160MHz - 23.10.0.8,97109,10,3,116,97122,Intel(R) Wireless-AC 9560 160MHz,23.10.0.8,100.0,10/30/2023
Intel(R) Wireless-AC 9560 160MHz - 23.110.0.5,26727,8,4,72,26739,Intel(R) Wireless-AC 9560 160MHz,23.110.0.5,100.0,1/1/2025
Intel(R) Wireless-AC 9560 160MHz - 21.120.0.9,91313,12,9,187,91334,Intel(R) Wireless-AC 9560 160MHz,21.120.0.9,100.0,8/15/2020
Intel(R) Wireless-AC 9260 160MHz - 22.40.0.7,98707,7,2,144,98716,Intel(R) Wireless-AC 9260 160MHz,22.40.0.7,100.0,3/2/2021
Intel(R) Wireless-AC 9260 160MHz - 23.100.0.4,64140,26,3,88,64169,Intel(R) Wireless-AC 9260 160MHz,23.100.0.4,100.0,11/10/2024
Intel(R) Wireless-AC 9260 160MHz - 23.20.1.1,32457,0,0,40,32457,Intel(R) Wireless-AC 9260 160MHz,23.20.1.1,100.0,12/19/2023
Intel(R) Wireless-AC 9260 160MHz - 23.80.0.7,132329,15,20,215,132364,Intel(R) Wireless-AC 9260 160MHz,23.80.0.7,100.0,9/1/2024
Intel(R) Wireless-AC 9560 160MHz - 23.50.0.6,27164,8,3,33,27175,Intel(R) Wireless-AC 9560 160MHz,23.50.0.6,100.0,4/13/2024
Intel(R) Wireless-AC 9560 160MHz - 23.70.4.1,52231,6,0,66,52237,Intel(R) Wireless-AC 9560 160MHz,23.70.4.1,100.0,8/13/2024
Intel(R) Wireless-AC 9462 - 23.60.1.2,40025,0,2,38,40027,Intel(R) Wireless-AC 9462,23.60.1.2,100.0,6/2/2024
Intel(R) Wireless-AC 9260 160MHz - 22.120.0.3,111606,28,17,156,111651,Intel(R) Wireless-AC 9260 160MHz,22.120.0.3,100.0,1/30/2022
Intel(R) Wireless-AC 9260 160MHz - 22.130.0.5,34662,0,0,36,34662,Intel(R) Wireless-AC 9260 160MHz,22.130.0.5,100.0,3/14/2022
Intel(R) Wireless-AC 9260 160MHz - 22.160.0.4,54843,11,2,62,54856,Intel(R) Wireless-AC 9260 160MHz,22.160.0.4,100.0,8/13/2022
Intel(R) Wireless-AC 9260 160MHz - 22.180.0.4,81621,2,10,154,81633,Intel(R) Wireless-AC 9260 160MHz,22.180.0.4,100.0,10/17/2022
Intel(R) Wireless-AC 9260 160MHz - 22.240.0.6,97277,11,3,109,97291,Intel(R) Wireless-AC 9260 160MHz,22.240.0.6,100.0,6/17/2023
Killer(R) Wi-Fi 6E AX1675x 160MHz Wireless Network Adapter (210NGW) - 22.70.0.6,66469,0,2,61,66471,Killer(R) Wi-Fi 6E AX1675x 160MHz Wireless Network Adapter (210NGW),22.70.0.6,100.0,6/28/2021
Killer(R) Wi-Fi 6E AX1675x 160MHz Wireless Network Adapter (210NGW) - 23.60.1.2,13719,0,2,14,13721,Killer(R) Wi-Fi 6E AX1675x 160MHz Wireless Network Adapter (210NGW),23.60.1.2,100.0,6/2/2024
MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter - 3.0.1.1216,32188,0,0,29,32188,MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter,3.0.1.1216,100.0,12/23/2021
Intel(R) Wi-Fi 6 AX200 160MHz - 21.10.1.2,34004,1,2,29,34007,Intel(R) Wi-Fi 6 AX200 160MHz,21.10.1.2,100.0,4/23/2019
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 22.30.1.1339,10921,1,1,35,10923,MediaTek Wi-Fi 6 MT7921 Wireless LAN Card,22.30.1.1339,100.0,8/18/2022
MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz PCIe Adapter - 3.3.0.1030,16010,3,0,50,16013,MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz PCIe Adapter,3.3.0.1030,100.0,5/9/2024
Intel(R) Wi-Fi 6 AX200 160MHz - 21.30.4.1,13010,5,1,12,13016,Intel(R) Wi-Fi 6 AX200 160MHz,21.30.4.1,100.0,7/29/2019
Intel(R) Wi-Fi 6 AX200 160MHz - 21.60.2.1,26239,2,0,44,26241,Intel(R) Wi-Fi 6 AX200 160MHz,21.60.2.1,100.0,12/14/2019
Intel(R) Wi-Fi 6 AX200 160MHz - 22.10.0.7,59005,5,3,86,59013,Intel(R) Wi-Fi 6 AX200 160MHz,22.10.0.7,100.0,10/19/2020
Intel(R) Wi-Fi 7 BE200 320MHz - 23.40.2.1,27946,0,0,20,27946,Intel(R) Wi-Fi 7 BE200 320MHz,23.40.2.1,100.0,3/30/2024
Intel(R) Wi-Fi 7 BE200 320MHz - 23.90.0.2,48567,6,0,77,48573,Intel(R) Wi-Fi 7 BE200 320MHz,23.90.0.2,100.0,9/25/2024
Intel(R) Wireless-AC 9260 - 20.70.0.100,43456,0,0,100,43456,Intel(R) Wireless-AC 9260,20.70.0.100,100.0,7/3/2018
Intel(R) Wireless-AC 9260 160MHz - 20.120.0.100,54979,0,0,63,54979,Intel(R) Wireless-AC 9260 160MHz,20.120.0.100,100.0,1/27/2019
Intel(R) Wireless-AC 9260 160MHz - 21.60.0.5,54452,0,0,60,54452,Intel(R) Wireless-AC 9260 160MHz,21.60.0.5,100.0,11/10/2019
Intel(R) Dual Band Wireless-AC 8265 - 20.70.10.2,17859,2,5,22,17866,Intel(R) Dual Band Wireless-AC 8265,20.70.10.2,100.0,5/11/2019
Intel(R) Dual Band Wireless-AC 8265 - 20.70.11.3,126650,5,14,174,126669,Intel(R) Dual Band Wireless-AC 8265,20.70.11.3,100.0,9/5/2019
Intel(R) Dual Band Wireless-AC 8265 - 20.70.12.5,121536,29,30,164,121595,Intel(R) Dual Band Wireless-AC 8265,20.70.12.5,100.0,8/25/2019
Intel(R) Dual Band Wireless-AC 8265 - 20.70.8.1,38965,3,0,61,38968,Intel(R) Dual Band Wireless-AC 8265,20.70.8.1,100.0,3/16/2019
Intel(R) Dual Band Wireless-AC 8265 - 20.70.9.1,32628,0,0,51,32628,Intel(R) Dual Band Wireless-AC 8265,20.70.9.1,100.0,4/28/2019
Intel(R) Dual Band Wireless-AC 8265 - 22.0.1.1,48396,2,3,64,48401,Intel(R) Dual Band Wireless-AC 8265,22.0.1.1,100.0,9/28/2020
Intel(R) Dual Band Wireless-AC 8265 - 20.30.1.2,18777,2,0,21,18779,Intel(R) Dual Band Wireless-AC 8265,20.30.1.2,100.0,1/9/2018
Intel(R) Dual Band Wireless-AC 8265 - 20.50.0.4,14221,0,0,40,14221,Intel(R) Dual Band Wireless-AC 8265,20.50.0.4,100.0,5/8/2018
NETGEAR WNA3100 N300 Wireless USB Adapter - 5.100.148.5,11348,0,0,22,11348,NETGEAR WNA3100 N300 Wireless USB Adapter,5.100.148.5,100.0,Not Found
Qualcomm Atheros AR946x Wireless Network Adapter - 3.0.2.201,35591,0,0,35,35591,Qualcomm Atheros AR946x Wireless Network Adapter,3.0.2.201,100.0,Not Found
Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter - 1.0.0.1633,28161,10,4,61,28175,Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter,1.0.0.1633,100.0,2/26/2024
Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter - 1.0.0.1671,13326,0,0,35,13326,Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter,1.0.0.1671,100.0,5/30/2024
Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WiFiCx Network Adapter - 2.0.0.1229,37942,12,4,95,37958,Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WiFiCx Network Adapter,2.0.0.1229,100.0,8/26/2024
MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz PCIe Adapter - 3.4.0.1088,63961,17,7,199,63985,MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz PCIe Adapter,3.4.0.1088,100.0,8/7/2024
Intel(R) Wi-Fi 6 AX201 160MHz - 22.50.1.1,32487,6,3,70,32496,Intel(R) Wi-Fi 6 AX201 160MHz,22.50.1.1,100.0,4/27/2021
Intel(R) Wi-Fi 6E AX210 160MHz - 22.0.1.5,156943,0,0,158,156943,Intel(R) Wi-Fi 6E AX210 160MHz,22.0.1.5,100.0,Not Found
Intel(R) Wi-Fi 6E AX210 160MHz - 22.100.0.3,12558,0,2,24,12560,Intel(R) Wi-Fi 6E AX210 160MHz,22.100.0.3,100.0,5/1/2022
Intel(R) Wi-Fi 6E AX210 160MHz - 22.110.1.1,39096,0,0,43,39096,Intel(R) Wi-Fi 6E AX210 160MHz,22.110.1.1,100.0,1/1/2022
Intel(R) Wi-Fi 6E AX210 160MHz - 22.170.2.1,19083,0,0,23,19083,Intel(R) Wi-Fi 6E AX210 160MHz,22.170.2.1,100.0,8/30/2022
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.1272,570176,181,23,719,570380,Qualcomm QCA61x4A 802.11ac Wireless Adapter,12.0.0.1272,100.0,3/4/2023
Qualcomm QCA9377 802.11ac Wireless Adapter - 12.0.0.697,54577,0,24,61,54601,Qualcomm QCA9377 802.11ac Wireless Adapter,12.0.0.697,100.0,3/26/2018
Qualcomm QCA9377 802.11ac Wireless Adapter - 12.0.0.953,24462,0,0,33,24462,Qualcomm QCA9377 802.11ac Wireless Adapter,12.0.0.953,100.0,6/13/2020
RZ616 Wi-Fi 6E 160MHz - 23.32.2.560,12985,1,0,65,12986,RZ616 Wi-Fi 6E 160MHz,23.32.2.560,100.0,7/16/2023
RZ616 Wi-Fi 6E 160MHz - 3.3.0.908,55196,0,0,46,55196,RZ616 Wi-Fi 6E 160MHz,3.3.0.908,100.0,11/26/2023
Realtek 8811CU Wireless LAN 802.11ac USB NIC - 1030.44.1014.2024,24213,0,0,50,24213,Realtek 8811CU Wireless LAN 802.11ac USB NIC,1030.44.1014.2024,100.0,10/13/2024
Intel(R) Dual Band Wireless-AC 8260 - 20.70.27.1,11826,2,2,18,11830,Intel(R) Dual Band Wireless-AC 8260,20.70.27.1,100.0,9/11/2021
Intel(R) Dual Band Wireless-AC 8260 - 22.80.1.1,117894,36,4,134,117934,Intel(R) Dual Band Wireless-AC 8260,22.80.1.1,100.0,9/11/2021
Realtek RTL8188EU Wireless LAN 802.11n USB 2.0 Network Adapter - 1030.38.712.2019,31193,0,0,44,31193,Realtek RTL8188EU Wireless LAN 802.11n USB 2.0 Network Adapter,1030.38.712.2019,100.0,7/17/2019
Realtek RTL8188EU Wireless LAN 802.11n USB 2.0 Network Adapter - 1030.44.1014.2024,29520,0,0,35,29520,Realtek RTL8188EU Wireless LAN 802.11n USB 2.0 Network Adapter,1030.44.1014.2024,100.0,10/13/2024
Realtek RTL8811AU Wireless LAN 802.11ac USB 2.0 Network Adapter - 1030.38.712.2019,91774,31,10,88,91815,Realtek RTL8811AU Wireless LAN 802.11ac USB 2.0 Network Adapter,1030.38.712.2019,100.0,7/17/2019
Intel(R) Dual Band Wireless-AC 7265 - 19.51.50.2,19902,2,6,27,19910,Intel(R) Dual Band Wireless-AC 7265,19.51.50.2,100.0,11/6/2023
Intel(R) Dual Band Wireless-AC 7265 - 19.51.8.3,12255,0,3,41,12258,Intel(R) Dual Band Wireless-AC 7265,19.51.8.3,100.0,Not Found
Intel(R) Dual Band Wireless-AC 8260 - 20.70.16.4,34304,2,6,59,34312,Intel(R) Dual Band Wireless-AC 8260,20.70.16.4,100.0,12/31/2019
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.1016,139420,5,7,182,139432,Qualcomm QCA61x4A 802.11ac Wireless Adapter,12.0.0.1016,100.0,1/6/2021
Intel(R) Wi-Fi 6E AX210 160MHz - 22.70.0.6,15504,0,0,18,15504,Intel(R) Wi-Fi 6E AX210 160MHz,22.70.0.6,100.0,6/28/2021
Intel(R) Wi-Fi 6E AX210 160MHz - 23.20.1.1,11914,1,1,56,11916,Intel(R) Wi-Fi 6E AX210 160MHz,23.20.1.1,100.0,12/19/2023
Intel(R) Wi-Fi 6E AX211 160MHz - 22.150.0.3,14046,0,0,54,14046,Intel(R) Wi-Fi 6E AX211 160MHz,22.150.0.3,100.0,5/23/2022
Intel(R) Wi-Fi 6E AX211 160MHz - 22.150.3.1,10021,0,0,56,10021,Intel(R) Wi-Fi 6E AX211 160MHz,22.150.3.1,100.0,8/29/2022
Intel(R) Centrino(R) Ultimate-N 6300 AGN - 15.18.0.1,53867,0,0,61,53867,Intel(R) Centrino(R) Ultimate-N 6300 AGN,15.18.0.1,100.0,4/29/2015
Intel(R) Dual Band Wireless-AC 7265 - 19.51.14.1,100735,12,0,91,100747,Intel(R) Dual Band Wireless-AC 7265,19.51.14.1,100.0,5/26/2018
Dell Wireless 1550 802.11ac - 6.30.223.259,59523,0,0,52,59523,Dell Wireless 1550 802.11ac,6.30.223.259,100.0,Not Found
Broadcom 802.11n Network Adapter - 6.30.223.256,11919,0,0,13,11919,Broadcom 802.11n Network Adapter,6.30.223.256,100.0,Not Found
